ao_type,title,description,cluster
supplies,FOURNITURES DE DENREES ALIMENTAIRES PAR UNE CENTRALE D'ACHAT OU DE REFERENCEMENT,fourniture de denrées alimentaires par une centrale d'achat ou de référencement pour la production des repas de la cuisine centrale dénommée GIP Cuisine du bocage,6
services,Mission de mandataire sécurité incendie pour les immeubles de grande hauteur (IGH) du groupement de commande AMU/DR CNRS/DR INSERM,Le présent accord-cadre a pour objet de définir les termes contractuels généraux entre les pouvoirs adjudicateurs membres du groupement de commande à savoir : - Aix-Marseille Université (AMU) - La Délégation Régionale CNRS Provence et Corse - La Délégation Régionale INSERM PACA et Corse et le titulaire de l'accord-cadre dans le cadre de la passation des futurs marchés subséquents relatifs aux prestations de mandataire sécurité incendie pour les Immeubles de Grande Hauteur (IGH). Aix-Marseille Université est l'entité coordonnatrice du groupement de commande.,1
works,Lot n°1 : Territoire de l'ARD Sud-ouest,"Contrat conclu avec un montant minimum annuel de 50 000 euro(s) HT et avec un montant maximum annuel de 2 500 000 euro(s) HT. A titre indicatif (se référer au Détail Quantitatif Estimatif pour plus de détails) le besoin concernerait, sur 4 ans, 60 chantiers inférieurs ou d'une durée d'une semaine et 90 semaines de chantiers supérieurs à une semaine, ce avec, notamment, plus de 6 000 m² de prestations de nettoyage, plus de 80 000 dm3 de reconstitution de maçonneries, plus de 200 m3 de bétons et plus de 300 mètres linéaires de fourniture et pose de garde-corps",2
works,Lot n°2 : Territoire de l'ARD Nord-Ouest,"Contrat conclu avec un montant minimum annuel de 50 000 euro(s) HT et avec un montant maximum annuel de 2 500 000 euro(s) HT. A titre indicatif (se référer au Détail Quantitatif Estimatif pour plus de détails) le besoin concernerait, sur 4 ans, 60 chantiers inférieurs ou d'une durée d'une semaine et 90 semaines de chantiers supérieurs à une semaine, ce avec, notamment, plus de 6 000 m² de prestations de nettoyage, plus de 80 000 dm3 de reconstitution de maçonneries, plus de 200 m3 de bétons et plus de 300 mètres linéaires de fourniture et pose de garde-corps",2
works,Lot n°3 : Territoire de l'ARD Nord,"Contrat conclu avec un montant minimum annuel de 50 000 euro(s) HT et avec un montant maximum annuel de 2 500 000 euro(s) HT. A titre indicatif (se référer au Détail Quantitatif Estimatif pour plus de détails) le besoin concernerait, sur 4 ans, 60 chantiers inférieurs ou d'une durée d'une semaine et 90 semaines de chantiers supérieurs à une semaine, ce avec, notamment, plus de 6 000 m² de prestations de nettoyage, plus de 80 000 dm3 de reconstitution de maçonneries, plus de 200 m3 de bétons et plus de 300 mètres linéaires de fourniture et pose de garde-corps",2
works,Lot n°4 : Territoire de l'ARD Est,"Contrat conclu avec un montant minimum annuel de 50 000 euro(s) HT et avec un montant maximum annuel de 2 500 000 euro(s) HT. A titre indicatif (se référer au Détail Quantitatif Estimatif pour plus de détails) le besoin concernerait, sur 4 ans, 60 chantiers inférieurs ou d'une durée d'une semaine et 90 semaines de chantiers supérieurs à une semaine, ce avec, notamment, plus de 6 000 m² de prestations de nettoyage, plus de 80 000 dm3 de reconstitution de maçonneries, plus de 200 m3 de bétons et plus de 300 mètres linéaires de fourniture et pose de garde-corps",2
works,Lot n°5 : Territoire de l'ARD Sud-Est,"Contrat conclu avec un montant minimum annuel de 50 000 euro(s) HT et avec un montant maximum annuel de 2 500 000 euro(s) HT. A titre indicatif (se référer au Détail Quantitatif Estimatif pour plus de détails) le besoin concernerait, sur 4 ans, 60 chantiers inférieurs ou d'une durée d'une semaine et 90 semaines de chantiers supérieurs à une semaine, ce avec, notamment, plus de 6 000 m² de prestations de nettoyage, plus de 80 000 dm3 de reconstitution de maçonneries, plus de 200 m3 de bétons et plus de 300 mètres linéaires de fourniture et pose de garde-corps",2
supplies,LOT 7,FOURNITURE DE DISPOSITIFS MEDICAUX INSTRUMENTATION CHIRURGICALE ET EQUIPEMENT MEDICAL,0
supplies,LOT 4 + LOT 5,FOURNITURE DE DISPOSITIFS MEDICAUX INSTRUMENTATION CHIRURGICALE ET EQUIPEMENT MEDICAL,0
supplies,LOT 1 + LOT 2 + LOT 3 + LOT 6,FOURNITURE DE DISPOSITIFS MEDICAUX INSTRUMENTATION CHIRURGICALE ET EQUIPEMENT MEDICAL,0
supplies,LOT 8,FOURNITURE DE DISPOSITIFS MEDICAUX INSTRUMENTATION CHIRURGICALE ET EQUIPEMENT MEDICAL,0
supplies,LOT 9,FOURNITURE DE DISPOSITIFS MEDICAUX INSTRUMENTATION CHIRURGICALE ET EQUIPEMENT MEDICAL,0
supplies,Ensemble routier 6X4 composé d’un porteur de 26 tonnes de PTC,"Fourniture d'ensembles neufs, de démonstration ou d'occasion de moins de six mois, en stock, composés de camions porteurs 6x4 de 26 tonnes de PTAC, équipés de bi-benne, aptes à être équipés de saleuse 7/8 m³ et de lames de déneigement appartenant au Conseil Départemental de l'Eure.",4
supplies,Ensemble routier 4X2 composé d’un porteur de 19 tonnes de PTC avec grue en dos de cabine,"Fourniture d'ensembles neufs, de démonstration ou d'occasion de moins de six mois, en stock, composés de camions porteurs 4x2 de 19 tonnes de PTAC, équipés de bi-bennes grues, de saleuses de 5 ou 6m³ (à bouillie de sel) de sel sec et une capacité de 2000 Litres de saumure minimum et de lames bi-raclage de déneigement de 3.20 mètres.",4
supplies,"Réalisation et pose de totems, enseignes et plaques pour les bâtiments et sites départementaux","Le Département de la Vendée possède différents sites/établissements sur son territoire à vocation technique et/ou d'accueil du public. Pour informer au mieux les personnes susceptibles de s'y rendre, il s'avère nécessaire d'implanter une signalétique adaptée. Cette signalétique peut avoir plusieurs fonctions : - renseigner sur la dénomination du bâtiment ou du site (par exemple une Maison Départementale des Solidarités et de la Famille ou un collège), - informer sur les accès possibles ou sur la répartition des bâtiments, - donner des informations pratiques notamment sur les horaires d'ouverture. Il s'agit d'un accord-cadre mono-attributaire à bons de commandes avec un montant minimum de 200 000 euro(s) HT et un montant maximum de 880 000 euro(s) HT",1
services,Délégation du service public d'eau potable du périmètre ILE DE RE,"Communes concernées par le contrat : Ars en Ré, La Couarde sur Mer, Le Bois Plage en Ré, les Portes en Ré, Loix, Saint Clément des Baleines, Saint Martin en Ré, La Flotte, Sainte Marie de Ré et Rivedoux Plage. Exploitation des ouvrages et installations de distribution d’eau potable, renouvellement des équipements, facturation et gestion des relations avec les usagers. Durée : 10 ans. Nombre d’abonnements 2023 : 22 628 Volumes facturés 2023 : 2 455 660 m3 Ouvrages du service : • 6 ouvrages de stockage, • 6 bâches de reprise • 2 stations de pompage • 4 stations de surpressions • 414 km de réseau de distribution • 83 compteurs de sectorisation La visite des installations du service est facultative et aura lieu le 25 mars 2025. Le rendez-vous est fixé à 13h30 au réservoir de Rivedoux à l’adresse suivante : 681 rue Charles de Gaulle 17940 RIVEDOUX-PLAGE .",5
services,Transport des élèves des écoles primaires vers la piscine intercommunale,"La Communauté de communes est en charge du transport des élèves des écoles primaires vers la piscine communautaire. Les prestations concernées par le marché sont : - Acheminement aller et retour par cars d'élèves des écoles primaires du Pays de I'Arbresle vers l'Archipel situé à Sain Bel selon des jours, horaires, itinéraires et arrêts connus à l'avance, - Mise en œuvre de moyens pour assurer la continuité et la sécurité du service. - Vérification de la faisabilité des itinéraires, arrêts et horaires.",5
services,Transport des élèves pour des animations scolaires à l'environnement,"La Communauté de communes est en charge du transport des élèves des écoles primaires et maternelles pour la sensibilisation vers les Espaces Naturels Sensibles et vers les sites naturels remarquables. Les prestations concernées par le marché sont : - Acheminement aller et retour par cars d'élèves des écoles primaires et maternelles du Pays de L'Arbresle vers l'ENS des Carrières de Glay situé sur la commune de Saint Germain Nuelles et l'ENS des Crêts boisés situé sur les communes de Courzieu, Sourcieux les Mines, Chevinay, Lentilly et Saint Pierre la Palud. - Acheminement aller et retour par cars d'élèves des écoles primaires et maternelles vers des sites naturels remaquables à préciser (bassin de la Falconnière à Sourcieux les Mines, zone humide de Saint Germain Nuelles...). Selon des jours, horaires, itinéraires et arrêts connus à l'avance, - Mise en œuvre de moyens pour assurer la continuité et la sécurité du service. - Vérification de la faisabilité des itinéraires, arrêts et horaires.",5
works,"Lot n°1 Installation de dispositifs de retenue routiers métalliques ou mixtes métal-bois, sur les accotements et les terre-pleins centraux","Installation de dispositifs de retenue routiers métalliques ou mixtes métal-bois, sur les accotements et les terre-pleins centraux",0
works,Lot n°2 Fourniture et mise en oeuvre d'équipements routiers en béton extrudé coulé en place par machine à coffret glissant ou coffret fixe,Fourniture et mise en oeuvre d'équipements routiers en béton extrudé coulé en place par machine à coffret glissant ou coffret fixe,6
works,"Lot n°3 Fourniture et mise en oeuvre de DRR et garde-corps  sur ouvrages d'art (ponts, murs…)","Fourniture et mise en oeuvre de DRR et garde-corps sur ouvrages d'art (ponts, murs…)",6
works,Lot n°4 Fourniture de dispositifs de type DRR métallique et mixte,Fourniture de dispositifs de type DRR métallique et mixte,0
services,Accord-cadre de prestations d'attachés de presse pour les événements du Centre des monuments nationaux,L'accord-cadre a pour objet les prestations d'attachés de presse pour les événements du Centre des monuments nationaux. La description des éléments et leurs spécifications techniques sont indiquées dans l'Acte d'engagement valant Cahier des Clauses Particulières (AE-CCP).,6
works,Plantation et conduite du vivant / mobilier et serrurerie,Plantation et conduite du vivant / mobilier et serrurerie,6
services,Mise à disposition  de fauteuils roulants en libre-service pour les patients de l'ensemble des établissements de l'Assistance Publique - Hôpitaux de Paris,Mise à disposition de fauteuils roulants en libre-service pour les patients de l'ensemble des établissements de l'Assistance Publique - Hôpitaux de Paris,1
